NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
263	322.957	3.135	53.536	2.28	0.002	1.0	20000.0
264	407.269	3.973	88.76	3.8	0.002	1.0	20000.0
265	450.727	4.382	79.153	3.326	0.002	1.0	20000.0
266	365.066	3.55	64.84	2.761	0.002	1.0	30000.0
267	366.203	3.579	63.347	2.695	0.002	1.0	30000.0
268	371.858	3.623	72.124	2.981	0.002	0.999	30000.0
269	363.832	3.528	65.813	2.77	0.002	0.999	20000.0
270	376.65	3.68	64.19	2.715	0.002	1.0	20000.0
271	486.946	4.727	80.53	3.414	0.003	0.999	20000.0
272	376.797	3.659	64.369	2.728	0.002	1.0	20000.0
273	383.079	3.749	69.145	2.958	0.002	1.0	30000.0
274	399.165	3.894	73.811	3.149	0.002	1.0	30000.0
275	348.531	3.383	62.33	2.626	0.002	0.999	20000.0
276	469.793	4.573	86.261	3.684	0.002	0.999	30000.0
277	381.707	3.711	71.118	3.012	0.002	1.0	30000.0
278	447.711	4.379	85.988	3.695	0.002	0.999	30000.0
279	389.287	3.814	73.769	3.165	0.002	0.999	20000.0
280	366.085	3.546	70.584	3.012	0.002	0.999	20000.0
281	326.788	3.166	55.457	2.345	0.002	0.999	20000.0
282	426.239	4.163	75.691	3.211	0.002	0.999	20000.0
283	447.141	4.379	78.75	3.37	0.002	0.999	30000.0
284	372.368	3.638	63.489	2.681	0.002	1.0	20000.0
285	453.973	4.409	82.411	3.469	0.002	0.999	20000.0
286	412.591	4.037	70.421	2.966	0.002	1.0	20000.0
287	350.205	3.395	62.364	2.671	0.002	0.999	20000.0
288	355.131	3.455	58.679	2.5	0.002	1.0	30000.0
289	306.969	2.981	51.917	2.192	0.001	1.0	20000.0
290	505.309	4.911	90.746	3.806	0.003	0.999	20000.0
291	458.029	4.472	80.886	3.453	0.002	0.999	20000.0
292	391.197	3.808	60.628	2.555	0.002	0.999	20000.0
293	373.359	3.637	61.868	2.651	0.002	1.0	20000.0
294	428.053	4.17	81.985	3.484	0.002	1.0	30000.0
295	387.337	3.794	78.006	3.348	0.002	0.999	20000.0
296	408.873	3.998	74.329	3.13	0.002	1.0	20000.0
297	333.28	3.244	53.727	2.288	0.002	1.0	30000.0
298	440.95	4.283	97.091	4.066	0.002	0.999	20000.0
299	301.965	2.961	56.404	2.44	0.002	0.999	20000.0
300	345.538	3.371	55.418	2.326	0.002	0.999	20000.0
301	438.209	4.255	89.682	3.845	0.002	0.999	20000.0
302	371.516	3.607	69.636	2.964	0.002	1.0	20000.0
303	378.526	3.701	62.653	2.668	0.002	1.0	20000.0
304	362.974	3.555	58.794	2.521	0.002	1.0	20000.0
305	488.311	4.761	92.585	3.977	0.003	0.999	20000.0
306	375.126	3.661	63.189	2.624	0.002	0.999	30000.0
307	400.644	3.918	66.374	2.806	0.002	1.0	30000.0
308	464.108	4.521	91.356	3.921	0.002	1.0	30000.0
309	367.757	3.572	74.807	3.213	0.002	0.999	30000.0
310	420.792	4.118	71.2	3.037	0.002	0.999	20000.0
311	401.797	3.912	78.781	3.318	0.002	0.999	20000.0
312	402.221	3.907	77.17	3.269	0.002	1.0	20000.0
313	372.081	3.631	57.795	2.42	0.002	0.999	20000.0
314	392.662	3.813	73.023	3.086	0.002	1.0	20000.0
315	322.8	3.127	67.109	2.87	0.002	0.999	30000.0
316	423.816	4.117	81.505	3.423	0.002	1.0	20000.0
317	403.246	3.925	71.383	2.999	0.002	0.999	20000.0
318	342.088	3.324	61.758	2.597	0.002	1.0	20000.0
319	420.07	4.107	77.003	3.29	0.002	0.999	20000.0
320	419.954	4.073	70.629	3.007	0.002	0.999	40000.0
321	377.201	3.682	66.668	2.811	0.002	0.999	30000.0
322	405.998	3.966	70.467	2.967	0.002	0.999	30000.0
323	405.0	3.938	83.525	3.496	0.002	0.999	20000.0
324	445.363	4.357	78.396	3.321	0.002	1.0	30000.0
325	429.997	4.179	71.002	3.035	0.002	0.999	40000.0
326	397.417	3.876	73.201	3.068	0.002	0.999	30000.0
327	462.682	4.499	85.399	3.589	0.002	0.999	30000.0
328	454.362	4.413	74.262	3.165	0.003	0.999	20000.0
