NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
223	1207.143	2.015	156.82	2.272	0.0	0.998	20000.0
224	1089.948	1.821	155.507	2.254	0.0	0.998	20000.0
225	1257.136	2.099	169.507	2.455	0.0	0.998	20000.0
226	1305.632	2.18	166.48	2.419	0.0	0.998	30000.0
227	1186.478	1.983	157.815	2.292	0.0	0.999	60000.0
228	1261.465	2.106	174.159	2.523	0.0	0.998	20000.0
229	1509.546	2.529	189.289	2.758	0.001	0.998	20000.0
230	1080.095	1.808	149.861	2.179	0.0	0.999	20000.0
231	1127.896	1.882	149.681	2.17	0.0	0.999	30000.0
232	1117.147	1.868	150.601	2.183	0.0	0.999	20000.0
233	1249.302	2.094	166.823	2.43	0.0	0.999	20000.0
234	1168.033	1.95	158.672	2.297	0.0	0.998	20000.0
235	1328.564	2.221	174.904	2.537	0.0	0.998	20000.0
236	1277.517	2.14	165.594	2.408	0.0	0.998	20000.0
237	1309.743	2.186	173.647	2.514	0.0	0.998	20000.0
238	1337.922	2.234	175.692	2.548	0.001	0.998	20000.0
239	1250.902	2.105	169.637	2.485	0.001	0.998	30000.0
240	1249.523	2.091	168.913	2.459	0.0	0.998	20000.0
241	1116.042	1.862	157.212	2.276	0.0	0.998	20000.0
242	1239.108	2.069	157.416	2.282	0.0	0.998	20000.0
243	1327.311	2.218	181.845	2.64	0.001	0.998	20000.0
244	1341.728	2.241	174.501	2.533	0.001	0.998	20000.0
245	1418.252	2.373	184.789	2.682	0.0	0.998	20000.0
246	1196.761	1.999	156.501	2.269	0.0	0.998	30000.0
247	1151.77	1.922	152.374	2.206	0.0	0.999	20000.0
248	1007.012	1.683	134.918	1.961	0.0	0.999	30000.0
249	1250.114	2.085	169.909	2.457	0.001	0.998	20000.0
250	1102.079	1.839	141.045	2.045	0.0	0.999	20000.0
251	1239.409	2.071	161.924	2.35	0.0	0.998	20000.0
252	1255.684	2.099	161.982	2.354	0.0	0.999	20000.0
253	1328.892	2.223	167.925	2.442	0.0	0.999	20000.0
254	1200.693	2.007	161.606	2.344	0.0	0.998	20000.0
255	1079.069	1.802	145.365	2.108	0.0	0.999	20000.0
256	1218.653	2.04	155.543	2.262	0.0	0.998	20000.0
257	1237.332	2.068	168.811	2.45	0.0	0.998	20000.0
258	1320.467	2.205	175.913	2.548	0.001	0.998	20000.0
259	1111.931	1.856	151.528	2.196	0.0	0.999	20000.0
260	1170.393	1.954	162.12	2.347	0.0	0.998	20000.0
261	1208.805	2.019	158.151	2.291	0.0	0.998	30000.0
262	1212.355	2.027	163.172	2.37	0.0	0.999	20000.0
263	1137.448	1.899	147.981	2.143	0.0	0.999	20000.0
264	1466.428	2.458	195.117	2.848	0.001	0.998	20000.0
265	1151.439	1.931	159.356	2.33	0.0	0.998	20000.0
266	1312.959	2.205	189.505	2.764	0.0	0.998	40000.0
267	1294.31	2.162	161.073	2.332	0.0	0.998	20000.0
268	1306.791	2.193	190.034	2.769	0.001	0.998	20000.0
269	1148.418	1.916	157.562	2.28	0.0	0.998	20000.0
270	1279.58	2.139	163.063	2.366	0.0	0.999	20000.0
271	1158.879	1.934	149.698	2.173	0.0	0.999	20000.0
272	1282.551	2.145	170.467	2.48	0.001	0.998	20000.0
273	1299.541	2.171	167.563	2.431	0.0	0.998	20000.0
274	1168.108	1.955	151.686	2.205	0.0	0.998	20000.0
275	1121.8	1.877	156.266	2.272	0.0	0.998	20000.0
276	1314.19	2.198	174.036	2.532	0.0	0.998	20000.0
277	1278.073	2.139	169.355	2.469	0.0	0.998	20000.0
278	1233.47	2.07	165.201	2.408	0.0	0.998	30000.0
279	1198.797	2.004	156.427	2.268	0.0	0.999	20000.0
280	1212.283	2.027	159.584	2.323	0.0	0.999	20000.0
281	1258.881	2.105	164.688	2.395	0.0	0.999	40000.0
282	1126.258	1.881	152.287	2.209	0.0	0.998	20000.0
283	1060.622	1.771	149.23	2.166	0.0	0.999	20000.0
284	1192.964	1.992	165.508	2.399	0.0	0.998	20000.0
285	1276.894	2.135	165.639	2.408	0.0	0.999	30000.0
286	1355.679	2.279	200.411	2.937	0.001	0.997	20000.0
287	1183.767	1.976	153.754	2.225	0.0	0.998	20000.0
288	1288.019	2.156	170.276	2.475	0.001	0.998	20000.0
289	1286.069	2.154	178.049	2.59	0.0	0.998	20000.0
290	1165.88	1.95	148.625	2.157	0.0	0.999	20000.0
291	1259.25	2.102	173.719	2.515	0.0	0.998	30000.0
292	984.378	1.642	134.407	1.944	0.0	0.999	20000.0
293	1276.662	2.132	174.526	2.526	0.0	0.998	20000.0
294	1104.497	1.851	159.135	2.316	0.0	0.999	20000.0
295	1425.645	2.386	188.594	2.738	0.001	0.998	20000.0
296	1391.048	2.33	186.835	2.723	0.001	0.998	20000.0
297	1180.648	1.972	154.113	2.233	0.0	0.998	20000.0
298	1211.51	2.027	159.274	2.316	0.0	0.998	20000.0
299	1261.472	2.105	164.249	2.382	0.001	0.998	20000.0
300	1231.836	2.055	162.957	2.354	0.0	0.998	20000.0
